,数量,是否出现在单词爬取网站
disdaining,2,False
Skye,2,False
CIA,2,False
steadied,2,False
resting,2,False
Someone,2,False
tagged,2,False
outs,2,False
slightest,2,False
pristine,2,False
restriction,2,True
focal,2,False
restrictions,2,False
computed,2,False
decimal,2,False
deposit,2,False
Vienna,2,False
riddle,2,False
washings,2,False
sue,2,True
ordering,2,False
obedience,2,False
flowering,2,False
retracted,2,False
glow,2,False
degrading,2,False
Cranbury,2,False
root,2,True
cheering,2,False
swells,2,False
dinging,2,False
compounds,2,False
mariner,2,False
Greece,2,False
uprise,2,False
Sumerians,2,False
hydrocarbons,2,False
Etruscans,2,False
Why,2,False
rewards,2,False
chronologically,2,False
navigable,2,False
rocking,2,False
rocked,2,False
salaries,2,False
generic,2,False
convoy,2,False
skull,2,False
unevenly,2,False
presses,2,False
coinage,2,False
gymnasts,2,False
Yarn,2,False
voluminously,2,False
tintinnabulation,2,False
minerals,2,False
angers,2,False
sore,2,False
roseate,2,False
smoothly,2,False
outcomes,2,False
Shorts,2,False
sending,2,False
inverse,2,False
Ship,2,False
Marxist,2,False
motorcycle,2,False
securely,2,False
rifled,2,False
goodbye,2,False
Broncos,2,False
rightfulness,2,False
wrongs,2,False
Certain,2,False
angled,2,False
angle,2,True
supervise,2,False
truffles,2,False
angered,2,False
rooting,2,False
sailboat,2,False
compulsive,2,False
parliament,2,False
journalism,2,False
borrower,2,False
sandwiches,2,False
Auschwitz,2,False
Elizabeth,2,False
verdict,2,False
Dominic,2,False
contingency,2,False
wrapper,2,False
obstacle,2,False
madness,2,False
imitates,2,False
removes,2,False
starving,2,False
repeat,2,True
inductive,2,False
repeatedly,2,True
con,2,False
fake,2,False
loyal,2,False
Rembrandt,2,False
gauze,2,False
faucet,2,False
bumper,2,False
CEO,2,True
submerged,2,False
razor,2,False
discrepancies,2,False
Marathon,2,False
remaining,2,True
anticipates,2,False
glycerinated,2,False
gland,2,False
Service,2,False
Mac,2,False
Symphony,2,False
tickle,2,False
Sudan,2,False
Orchestra,2,False
corresponds,2,False
nylons,2,False
treasurer,2,False
disregard,2,False
flooded,2,False
Homo,2,False
Baptist,2,False
loneliness,2,False
Yankees,2,False
denied,2,False
observing,2,False
clergy,2,False
stocking,2,False
conducts,2,False
distension,2,False
attempts,2,False
unmoved,2,False
Presidency,2,False
Saint,2,False
Benedict,2,False
growled,2,False
causing,2,False
Relativity,2,False
baseborn,2,False
overlooking,2,False
hood,2,False
overlooks,2,False
receiving,2,False
aliens,2,False
unshakeable,2,False
barbed,2,False
overcome,2,True
achieve,2,True
resolutions,2,False
resorted,2,False
soot,2,False
rationing,2,False
anyway,2,True
Alice,2,False
ached,2,False
magnitude,2,False
inspires,2,False
judgement,2,False
twilight,2,False
Impressionism,2,False
wretches,2,False
mackerel,2,False
Theory,2,False
reservations,2,False
barrier,2,True
vendor,2,False
Dozens,2,False
incidents,2,False
psychoanalysis,2,False
beatings,2,False
parched,2,False
supervisor,2,False
dyne,2,False
backpacking,2,False
Congressional,2,False
Bastille,2,False
sees,2,False
centimeter,2,False
researched,2,False
brutality,2,False
subtitles,2,False
Abraham,2,False
moviegoers,2,False
inhabited,2,False
aristocratic,2,False
intolerance,2,False
sentiment,2,False
restaurants,2,False
simplicity,2,False
promiscuity,2,False
vacancy,2,False
prodigy,2,False
teller,2,False
pitching,2,False
radon,2,False
forceful,2,False
ignition,2,False
pinked,2,False
piled,2,False
Cesarean,2,False
tailors,2,False
wheelchair,2,False
abnormal,2,False
rovings,2,False
presentations,2,False
amuse,2,False
lakes,2,False
comic,2,False
aides,2,False
steal,2,True
veto,2,False
Something,2,False
scrambled,2,False
Rust,2,False
diarrhea,2,False
exerts,2,False
sensitivity,2,False
II,2,False
pretended,2,False
September,2,False
bomber,2,False
pretends,2,False
dangling,2,False
paints,2,False
tossing,2,False
heightened,2,False
blushed,2,False
deterrent,2,False
probation,2,False
powerfulness,2,False
gentle,2,False
facade,2,False
mysterious,2,False
overstepped,2,False
renewed,2,False
humid,2,False
authored,2,False
balcony,2,False
woodworking,2,False
Pianists,2,False
vendors,2,False
shorts,2,False
sank,2,False
prayer,2,True
rival,2,False
preferences,2,False
pregnant,2,True
remarkably,2,False
trespassed,2,False
preparations,2,False
gravitational,2,False
amputated,2,False
stares,2,False
attract,2,True
discord,2,False
surrender,2,False
condemnation,2,False
occupant,2,False
sacrificed,2,False
quilt,2,False
reassure,2,False
unwarranted,2,False
Nazi,2,False
peach,2,False
picking,2,False
obtaining,2,False
proceeded,2,False
bony,2,False
romancing,2,False
sheriff,2,False
calcification,2,False
manifestation,2,False
denial,2,False
coincided,2,False
infer,2,False
stimuli,2,False
noxious,2,False
cop,2,True
photographed,2,False
vapor,2,False
ham,2,False
Parma,2,False
heaven,2,True
earphones,2,False
Maine,2,False
typing,2,False
lotus,2,False
microorganism,2,False
lamb,2,False
picks,2,False
sledges,2,False
tab,2,False
goals,2,False
unquestioned,2,False
granite,2,False
grocer,2,False
wares,2,False
comb,2,False
rubies,2,False
assailant,2,False
prides,2,False
induces,2,False
secondary,2,False
Louvre,2,False
Serbs,2,False
instinct,2,False
Speaker,2,False
discussions,2,False
editors,2,False
cannon,2,False
mover,2,False
misguided,2,False
conservation,2,False
sill,2,False
propulsion,2,False
democracy,2,True
pervaded,2,False
successor,2,False
paw,2,False
prints,2,False
facilities,2,False
seating,2,False
oout,2,False
fables,2,False
worshippers,2,False
impolicy,2,False
retribution,2,False
counterproductive,2,False
Kennedy,2,False
dominated,2,False
backs,2,False
insiders,2,False
agencies,2,False
multiplied,2,False
pollard,2,False
secretarial,2,False
pooled,2,False
jejune,2,False
dismissal,2,False
Hamlet,2,False
diets,2,False
distorted,2,False
limbs,2,False
rainy,2,False
proverbial,2,False
garret,2,False
nutritive,2,False
blackjack,2,False
cafeteria,2,False
tucked,2,False
pops,2,False
embassy,2,False
On,2,False
popping,2,False
barges,2,False
Which,2,False
wig,2,False
discussing,2,False
concede,2,False
electoral,2,False
adjustable,2,False
Brazilian,2,False
tingling,2,False
Pele,2,False
Trouville,2,False
discredit,2,False
casinos,2,False
hooked,2,False
bean,2,True
plotting,2,False
plotted,2,False
overthrow,2,False
banal,2,False
fondly,2,False
rabbits,2,False
trapped,2,False
miners,2,False
dipped,2,False
vane,2,False
dancers,2,False
feminine,2,False
compass,2,False
neurosis,2,False
agenda,2,True
coordinates,2,False
duck,2,False
stirrings,2,False
futile,2,False
Tasmania,2,False
clutch,2,False
valium,2,False
breakthrough,2,False
mediocre,2,False
caliber,2,False
dump,2,False
averages,2,False
strung,2,False
barbwire,2,False
Timbuktu,2,False
bulletin,2,False
hurry,2,False
potted,2,False
grammar,2,False
clients,2,False
extinguisher,2,False
accompany,2,True
knocker,2,False
pounding,2,False
uncertainties,2,False
unlicensed,2,False
hernia,2,False
stray,2,False
Put,2,False
hindered,2,False
graph,2,False
pour,2,True
July,2,False
Milton,2,False
cabinetmaker,2,False
turmoil,2,False
averaged,2,False
snowfall,2,False
automobiles,2,False
awarding,2,False
intruded,2,False
colonies,2,False
decade,2,True
hurts,2,False
nervously,2,False
Salt,2,False
clothed,2,False
headache,2,False
Charlie,2,False
spoons,2,False
helm,2,False
photographer,2,True
award,2,True
portrayed,2,False
confrontation,2,False
bugs,2,False
Goya,2,False
portray,2,True
Alba,2,False
selfish,2,False
poses,2,False
Leonardo,2,False
Muslims,2,False
atheists,2,False
gum,2,False
implanted,2,False
protons,2,False
graduating,2,False
assumes,2,False
persuade,2,True
Salman,2,False
roommates,2,False
maze,2,False
swift,2,False
presidency,2,False
biologists,2,False
disturbing,2,False
radicals,2,False
ricochet,2,False
wasting,2,False
radiochemistry,2,False
radioed,2,False
innovative,2,False
rashly,2,False
savings,2,False
banned,2,False
graves,2,False
topics,2,False
chromosomes,2,False
arrangements,2,False
chronological,2,False
Belgium,2,False
weighs,2,False
specter,2,False
republics,2,False
fireman,2,False
exhibit,2,True
dietary,2,False
ladders,2,False
siege,2,False
promotions,2,False
rats,2,False
psychologist,2,True
Has,2,False
Smoking,2,False
bygone,2,False
torture,2,False
qualify,2,True
risen,2,False
mercy,2,False
slot,2,False
surrendered,2,False
joking,2,False
Stalin,2,False
relaxing,2,False
mph,2,False
peered,2,False
perfection,2,False
prevented,2,False
lagoon,2,False
dragons,2,False
peaked,2,False
speculative,2,False
throng,2,False
onlookers,2,False
workmanship,2,False
emptying,2,False
listening,2,False
intently,2,False
tasty,2,False
pyramid,2,False
artwork,2,False
instances,2,False
quoted,2,False
hogs,2,False
mutiny,2,False
bands,2,False
Hanoi,2,False
seniority,2,False
gasses,2,False
lightheaded,2,False
rarefied,2,False
spacious,2,False
representatives,2,False
media,2,True
eclipses,2,False
Gold,2,False
retention,2,False
chemistry,2,False
dropout,2,False
Philadelphia,2,False
introductory,2,False
mountainous,2,False
cello,2,False
someday,2,False
approve,2,True
depended,2,False
surpassed,2,False
advertisements,2,False
doorstep,2,False
reacts,2,False
secretly,2,False
react,2,True
cubism,2,False
gauge,2,False
advertisement,2,False
partying,2,False
vegetation,2,False
specialization,2,False
guarded,2,False
wasps,2,False
supersonic,2,False
demolished,2,False
Shiva,2,False
Estimates,2,False
revolutionary,2,False
billion,2,True
patched,2,False
briar,2,False
tuba,2,False
banding,2,False
cock,2,False
cymbals,2,False
goddess,2,False
nasal,2,False
plates,2,False
Afghanistan,2,False
maintains,2,False
prairie,2,False
fighters,2,False
computation,2,False
unnoticed,2,False
migratory,2,False
colonel,2,False
Exam,2,False
mommy,2,False
outsider,2,False
dissension,2,False
amendment,2,False
twist,2,False
fifty,2,True
nitric,2,False
continuing,2,False
thunderous,2,False
prompting,2,False
prompted,2,False
swarmed,2,False
manuscripts,2,False
yeast,2,False
ganoid,2,False
shrinking,2,False
childproof,2,False
snack,2,False
hastened,2,False
perhaps,2,True
inordinate,2,False
concerto,2,False
quotations,2,False
abolish,2,False
invaluable,2,False
relativity,2,False
prospects,2,False
rehearsal,2,False
awe,2,False
Weatherbeater,2,False
protects,2,False
powered,2,False
assist,2,True
plank,2,False
huddled,2,False
Maris,2,False
protein,2,True
consult,2,False
motherhood,2,False
aggressively,2,False
reformer,2,False
hunger,2,False
repulsive,2,False
appellate,2,False
stately,2,False
disagreement,2,False
endings,2,False
magnetism,2,False
Christianity,2,False
pheasants,2,False
estranged,2,False
seething,2,False
qualifications,2,False
beaten,2,False
bagged,2,False
occupations,2,False
permits,2,False
ethics,2,True
thoroughly,2,False
organizations,2,False
biochemical,2,False
parasite,2,False
groceries,2,False
tranquility,2,False
serial,2,False
killers,2,False
profiles,2,False
flints,2,False
progressed,2,False
associations,2,False
Roger,2,False
assisting,2,False
protestations,2,False
salesperson,2,False
strenuous,2,False
asserts,2,False
performing,2,False
sled,2,False
athlete,2,True
tendon,2,False
assert,2,True
assaulted,2,False
cans,2,False
purchased,2,False
idiotic,2,False
bathtub,2,False
Luther,2,False
vestal,2,False
decreed,2,False
perceived,2,False
virginal,2,False
perceive,2,True
activities,2,False
individuals,2,False
attacker,2,False
annum,2,False
pursue,2,True
doctorate,2,False
kidnappers,2,False
asks,2,False
pepper,2,True
steppes,2,False
buzzer,2,False
declining,2,False
assessed,2,False
underdog,2,False
libraries,2,False
datum,2,False
protests,2,False
improves,2,False
alpine,2,False
peaks,2,False
princes,2,False
criticised,2,False
heater,2,False
leeway,2,False
conformed,2,False
ramrod,2,False
province,2,True
provision,2,True
Sullivan,2,False
assessment,2,True
Gilbert,2,False
gardens,2,False
mushroom,2,False
biologist,2,False
communist,2,False
League,2,False
yanked,2,False
financed,2,False
sidelined,2,False
hamstring,2,False
weeds,2,False
nephew,2,False
outraged,2,False
treachery,2,False
aimed,2,False
Better,2,False
Beijing,2,False
convertible,2,False
spousal,2,False
glib,2,False
licked,2,False
outstayed,2,False
withdraw,2,True
appearing,2,False
frequencies,2,False
conical,2,False
achieved,2,False
summoned,2,False
muffled,2,False
clergyman,2,False
setbacks,2,False
inwards,2,False
confirming,2,False
towers,2,False
carton,2,False
altitudes,2,False
rheumatism,2,False
gangs,2,False
beggar,2,False
touching,2,False
Keller,2,False
Helen,2,False
gambling,2,False
flanks,2,False
totals,2,False
cognac,2,False
totaled,2,False
salad,2,True
drifting,2,False
mower,2,False
hikers,2,False
Tree,2,False
buttoned,2,False
textiles,2,False
babies,2,False
Monadnock,2,False
explicit,2,False
Move,2,False
catcher,2,False
frisbee,2,False
rotten,2,False
soaked,2,False
threatens,2,False
Danger,2,False
Darwinian,2,False
tipped,2,False
thirds,2,False
harmony,2,False
minimum,2,False
acknowledges,2,False
thinks,2,False
Just,2,False
seafood,2,False
sever,2,False
rafters,2,False
tightening,2,False
authors,2,False
barrage,2,False
Remember,2,False
tiny,2,True
blockade,2,False
bolts,2,False
curls,2,False
collars,2,False
starched,2,False
drumhead,2,False
percale,2,False
fishermen,2,False
submission,2,False
UNIX,2,False
packages,2,False
vest,2,False
plastics,2,False
toured,2,False
Provence,2,False
genealogical,2,False
progesterone,2,False
openly,2,False
northeastern,2,False
sweeping,2,False
shaded,2,False
squirrels,2,False
bull,2,False
borrows,2,False
atonal,2,False
Grandmother,2,False
spill,2,False
dogma,2,False
treats,2,False
treating,2,False
Naples,2,False
collage,2,False
relieve,2,False
flip,2,False
semifinals,2,False
tricked,2,False
supposing,2,False
curriculum,2,True
undesirable,2,False
Pythagoras,2,False
gowns,2,False
horseshoe,2,False
lawful,2,False
smartest,2,False
Sorry,2,False
trooped,2,False
troop,2,True
overhead,2,False
tripper,2,False
activates,2,False
cancelled,2,False
Braque,2,False
Austria,2,False
removal,2,False
album,2,True
mates,2,False
furious,2,False
trafficked,2,False
overloaded,2,False
constrain,2,False
conspiring,2,False
apprentice,2,False
pasture,2,False
allegro,2,False
circumstances,2,False
hieroglyphs,2,False
archeologist,2,False
ancestry,2,False
Passing,2,False
retraced,2,False
airplanes,2,False
trailing,2,False
perpetrator,2,False
veiled,2,False
mourners,2,False
adagio,2,False
lottery,2,False
transition,2,True
transform,2,True
monster,2,False
fortuity,2,False
LSU,2,False
suppressed,2,False
trouser,2,False
packet,2,False
inaccurate,2,False
warrior,2,False
Junction,2,False
Hamburg,2,False
scarf,2,False
thinner,2,False
feeble,2,False
believers,2,False
Lady,2,False
symbol,2,True
Joe,2,False
First,2,False
psychiatrists,2,False
Woodstock,2,False
soccer,2,True
towel,2,False
swings,2,False
gender,2,True
swims,2,False
Korea,2,False
lark,2,False
disposition,2,False
revenge,2,False
Hayward,2,False
sustain,2,True
indicating,2,False
classification,2,False
blouse,2,False
tremors,2,False
nonsense,2,False
Actions,2,False
Route,2,False
steaks,2,False
Winner,2,False
vengeance,2,False
sausage,2,False
Shall,2,False
digestion,2,False
grabbing,2,False
dye,2,False
tail,2,True
sturdy,2,False
witty,2,False
generating,2,False
static,2,False
mastermind,2,False
Laden,2,False
Bin,2,False
attach,2,True
endeavor,2,False
tribunal,2,False
swamps,2,False
presuppose,2,False
supporters,2,False
fans,2,False
Olivier,2,False
propose,2,True
fugitive,2,False
strongest,2,False
balanced,2,False
hobbled,2,False
sunned,2,False
irrelevant,2,False
Everest,2,False
emancipating,2,False
indisputable,2,False
throttle,2,False
segregationist,2,False
originate,2,False
fittest,2,False
backwaters,2,False
superstitions,2,False
surveyed,2,False
battlefield,2,False
surround,2,True
surrounds,2,False
agility,2,False
leaped,2,False
ingenuity,2,False
School,2,False
Medical,2,False
undergoing,2,False
dots,2,False
undermined,2,False
Rutgers,2,False
oblige,2,False
Be,2,False
tensions,2,False
curse,2,False
syllogism,2,False
algebraic,2,False
tented,2,False
creek,2,False
pulleys,2,False
asymptotically,2,False
shrink,2,False
suitable,2,False
shoreward,2,False
housing,2,True
bothering,2,False
backpack,2,False
telescope,2,True
hiking,2,False
teen,2,True
complement,2,False
standardized,2,False
LSAT,2,False
smallpox,2,False
chiffon,2,False
coating,2,False
inch,2,False
misfortunes,2,False
thickset,2,False
drunkard,2,False
X,2,False
alkalis,2,False
menus,2,False
themes,2,False
sermon,2,False
Psalms,2,False
preacher,2,False
handed,2,False
atomic,2,False
mastery,2,False
correction,2,False
engages,2,False
keg,2,False
delicious,2,False
melon,2,False
deprived,2,False
tasked,2,False
classifying,2,False
shipping,2,False
tapes,2,False
syrup,2,False
rally,2,False
cask,2,False
nanny,2,False
tapped,2,False
tapdances,2,False
Glover,2,False
spy,2,False
realizes,2,False
arrogance,2,False
nutmeg,2,False
taxing,2,False
State,2,False
analysts,2,False
terminology,2,False
dazzle,2,False
brushwork,2,False
innovation,2,False
tearing,2,False
teamed,2,False
rewarded,2,False
teachings,2,False
acquire,2,True
interrupt,2,False
Englishman,2,False
fragrant,2,False
slabs,2,False
Clothing,2,False
geographic,2,False
bonded,2,False
summered,2,False
implied,2,False
wets,2,False
bathing,2,False
gleamed,2,False
tragic,2,False
deceive,2,False
outstay,2,False
weightiness,2,False
progression,2,False
segregation,2,False
aunt,2,False
uneven,2,False
buying,2,False
hairdresser,2,False
settlers,2,False
hospitably,2,False
buffalo,2,False
wheeled,2,False
restrooms,2,False
Paul,2,False
hawks,2,False
bent,2,False
participant,2,True
willed,2,False
wills,2,False
shouts,2,False
crossroads,2,False
godforsaken,2,False
seaman,2,False
expel,2,False
edible,2,False
hog,2,False
armor,2,False
whiten,2,False
detergent,2,False
yolks,2,False
Negroes,2,False
watering,2,False
purification,2,False
invaded,2,False
tuner,2,False
yellows,2,False
warmed,2,False
skiers,2,False
wits,2,False
Sam,2,False
Uncle,2,False
wanting,2,False
competent,2,False
Sarajevo,2,False
Might,2,False
gout,2,False
Jew,2,True
perforated,2,False
tumbling,2,False
blew,2,False
limp,2,False
bookies,2,False
warn,2,True
beware,2,False
Berlin,2,False
unappreciative,2,False
channeling,2,False
sewers,2,False
wastefulness,2,False
thriftlessness,2,False
compensating,2,False
trackless,2,False
insincere,2,False
Superman,2,False
footbridge,2,False
mountainside,2,False
ravine,2,False
silly,2,False
seeded,2,False
washout,2,False
fierce,2,False
wined,2,False
dined,2,False
mentioning,2,False
socks,2,False
clams,2,False
shuck,2,False
hydrant,2,False
wrap,2,True
immortal,2,False
reopen,2,False
considering,2,False
ratio,2,True
worrying,2,False
consonant,2,False
outdoor,2,False
worlds,2,False
hotdog,2,False
interstate,2,False
states,2,False
Hoehandle,2,False
High,2,False
Martian,2,False
yelled,2,False
revolt,2,False
plowing,2,False
bushels,2,False
ram,2,False
battering,2,False
amps,2,False
stern,2,False
tale,2,True
sadder,2,False
bust,2,False
yesterdays,2,False
yes,2,True
parchment,2,False
yellowed,2,False
yell,2,True
agreements,2,False
frenzy,2,False
fender,2,False
beams,2,False
wonders,2,False
faithful,2,False
womanhood,2,False
hunted,2,False
withdraws,2,False
wishing,2,False
perceptive,2,False
wired,2,False
acrylics,2,False
wipe,2,True
Elephant,2,False
overwintered,2,False
Riviera,2,False
wintered,2,False
drumsticks,2,False
progressive,2,False
abandon,2,True
inherited,2,False
waitress,2,False
mastering,2,False
mostly,2,True
flatbed,2,False
raisins,2,False
hem,2,False
stitches,2,False
needing,2,False
vats,2,False
vintner,2,False
method,2,True
erosion,2,False
Dewey,2,False
pioneering,2,False
indebted,2,False
ingenious,2,False
hailed,2,False
Damascus,2,False
dispossessed,2,False
inconvenience,2,False
currency,2,False
wrench,2,False
bumps,2,False
driveshaft,2,False
united,2,False
installations,2,False
nucleic,2,False
bushel,2,False
rejoining,2,False
screwdriver,2,False
sponge,2,False
gases,2,False
counterpoint,2,False
handling,2,False
opposing,2,False
uniformed,2,False
intervals,2,False
chuck,2,False
rap,2,False
shoveled,2,False
punishment,2,True
urged,2,False
bunk,2,False
ante,2,False
upwardly,2,False
fragments,2,False
childhood,2,True
meteorite,2,False
cruel,2,False
angels,2,False
vegetarianism,2,False
reelection,2,False
twins,2,False
charities,2,False
distributed,2,False
industrious,2,False
obscurely,2,False
undergo,2,True
fluid,2,False
melt,2,False
Socialism,2,False
princess,2,False
dial,2,False
cartwheels,2,False
somersault,2,False
intern,2,False
stole,2,False
Capitalism,2,False
traitor,2,False
adequately,2,False
tubed,2,False
yak,2,False
blunt,2,False
beneficiary,2,False
messenger,2,False
betrayed,2,False
monopoly,2,False
frog,2,False
fled,2,False
pedophile,2,False
millennium,2,False
dyslexics,2,False
ashes,2,False
phoenix,2,False
ultimately,2,True
destiny,2,False
opus,2,False
arteritis,2,False
Impressionist,2,False
typed,2,False
practically,2,False
twinned,2,False
telly,2,False
tv,2,False
mansion,2,False
flashlights,2,False
narcotic,2,False
hardened,2,False
Bahamas,2,False
violation,2,True
fluids,2,False
navigation,2,False
latent,2,False
bigotry,2,False
dislike,2,False
passions,2,False
Amendment,2,False
sanctity,2,False
veterans,2,False
violates,2,False
pawning,2,False
desirable,2,False
positivist,2,False
schematic,2,False
convincing,2,False
clinched,2,False
charismatic,2,False
markets,2,False
noisy,2,False
incessant,2,False
drafted,2,False
ordeal,2,False
waged,2,False
Napoleon,2,False
refutation,2,False
None,2,False
underdeveloped,2,False
votes,2,False
flaws,2,False
volumes,2,False
Review,2,False
Annual,2,False
exports,2,False
shrill,2,False
wee,2,False
Queenstown,2,False
steadiness,2,False
influential,2,False
Shylock,2,False
xenon,2,False
mercury,2,False
filters,2,False
capacitor,2,False
notoriously,2,False
infinitely,2,False
dubious,2,False
organizing,2,False
dimwit,2,False
milliseconds,2,False
valuables,2,False
infielder,2,False
programs,2,False
motherly,2,False
misused,2,False
secondhand,2,False
emery,2,False
grindstone,2,False
patented,2,False
sandal,2,False
Roe,2,False
Richard,2,False
versus,2,True
Doe,2,False
supercomputer,2,False
ventured,2,False
editorials,2,False
accumulation,2,False
depending,2,True
disprove,2,False
disguises,2,False
sloth,2,False
cavy,2,False
jaguar,2,False
disorders,2,False
Kashmir,2,False
flush,2,False
Than,2,False
scandalous,2,False
buttress,2,False
mall,2,True
reliable,2,False
birdhouse,2,False
uncovered,2,False
shoed,2,False
tumor,2,False
numb,2,False
rations,2,False
businessman,2,False
occasional,2,False
electricians,2,False
drivers,2,False
absorbers,2,False
smoothed,2,False
jolts,2,False
shored,2,False
stocky,2,False
lethargy,2,False
buzzed,2,False
gracefully,2,False
recovering,2,False
tempo,2,False
chatoyant,2,False
shots,2,False
unposed,2,False
litigious,2,False
tremendously,2,False
stature,2,False
flaky,2,False
cookie,2,True
crumbly,2,False
shortbread,2,False
derided,2,False
providence,2,False
smokestack,2,False
jerk,2,False
bullshit,2,False
shit,2,True
agrarian,2,False
measurement,2,True
shadowing,2,False
readjusted,2,False
umbrellas,2,False
butterfly,2,False
argue,2,True
cooler,2,False
mixed,2,False
shines,2,False
intimate,2,False
sexes,2,False
foetus,2,False
mien,2,False
hefty,2,False
specialists,2,False
Minnesota,2,False
shaker,2,False
geometry,2,False
mathematical,2,False
theologians,2,False
reunion,2,False
Grimm,2,False
disrupted,2,False
mussels,2,False
legumes,2,False
No,2,False
shelling,2,False
monsoon,2,False
sheeting,2,False
fang,2,False
incisive,2,False
whom,2,True
twists,2,False
Subjects,2,False
interfere,2,False
putting,2,False
shouldered,2,False
ornamental,2,False
sheen,2,False
sings,2,False
austerity,2,False
schoolhouse,2,False
similarly,2,True
attractively,2,False
bracelets,2,False
necklace,2,False
scrubbings,2,False
Labour,2,False
affect,2,True
consent,2,False
silenced,2,False
dissenters,2,False
differed,2,False
interaction,2,True
statistically,2,False
parenthood,2,False
thickness,2,False
singled,2,False
resemble,2,True
blanched,2,False
hates,2,False
skeletal,2,False
classified,2,False
societies,2,False
Israeli,2,True
nucleotides,2,False
sequences,2,False
sites,2,False
Avenue,2,False
Pennsylvania,2,False
sits,2,False
technologically,2,False
advised,2,False
sink,2,True
underestimate,2,False
undervalued,2,False
braid,2,False
Meteors,2,False
hypotenuse,2,False
caring,2,False
devote,2,True
longing,2,False
envy,2,False
flattery,2,False
rehearsed,2,False
praise,2,False
euro,2,False
distress,2,False
sissies,2,False
impatience,2,False
upbringing,2,False
zero,2,False
thirteen,2,False
usher,2,False
longest,2,False
afterward,2,False
fences,2,False
sighed,2,False
indicators,2,False
asphyxiation,2,False
casino,2,False
arbitrary,2,False
signified,2,False
signifier,2,False
embarrassed,2,False
dismissive,2,False
disapproval,2,False
terribly,2,False
welcomed,2,False
signboards,2,False
offending,2,False
ridge,2,False
sadly,2,False
Swedes,2,False
roar,2,False
organ,2,False
Fighter,2,False
justified,2,False
ledgers,2,False
thorough,2,False
clues,2,False
scripted,2,False
observers,2,False
screens,2,False
supporting,2,False
unsuccessful,2,False
settle,2,True
slang,2,False
seduction,2,False
firing,2,False
doubtful,2,False
essays,2,False
settling,2,False
checkmate,2,False
hardiest,2,False
teacart,2,False
secrets,2,False
synagogues,2,False
ardent,2,False
Treasury,2,False
alcoholic,2,False
wink,2,False
Cajun,2,False
alliances,2,False
communications,2,False
traveller,2,False
sealed,2,False
seconded,2,False
violins,2,False
Mandela,2,False
seconds,2,False
tripod,2,False
avocado,2,False
scope,2,True
genetics,2,False
pugilism,2,False
salts,2,False
saves,2,False
neutrality,2,False
sandpaper,2,False
sanction,2,True
dimensions,2,False
traps,2,False
salted,2,False
pharmacies,2,False
bait,2,False
vitamin,2,False
handguns,2,False
boost,2,False
bargains,2,False
inventory,2,False
faxed,2,False
Sing,2,False
photographs,2,False
goalie,2,False
cents,2,False
registrar,2,False
schooling,2,False
founded,2,False
microbiology,2,False
swam,2,False
glittering,2,False
scenery,2,False
penetration,2,False
Terror,2,False
Reign,2,False
scenario,2,True
scenarios,2,False
planners,2,False
Blanc,2,False
Mont,2,False
advent,2,False
ventricle,2,False
diseased,2,False
pension,2,False
breeding,2,False
filming,2,False
foggy,2,False
serviced,2,False
staring,2,False
recreation,2,False
Art,2,False
lurched,2,False
aids,2,False
pairs,2,False
conscious,2,False
resistors,2,False
divider,2,False
pennies,2,False
Office,2,False
Post,2,False
Masterworks,2,False
meticulously,2,False
authentic,2,False
launching,2,False
glassy,2,False
pawns,2,False
thermostat,2,False
flatware,2,False
sterling,2,False
afire,2,False
infinite,2,False
goldsmith,2,False
italics,2,False
typeset,2,False
hilltop,2,False
deliberately,2,False
simpler,2,False
overlook,2,True
hollow,2,False
bearded,2,False
mobs,2,False
invented,2,False
bankers,2,False
seeds,2,False
Birds,2,False
segmented,2,False
misunderstood,2,False
Saturdays,2,False
mid,2,False
grapes,2,False
dandelions,2,False
sunflower,2,False
alphabetical,2,False
sowed,2,False
Now,2,False
wonderfully,2,False
mischief,2,False
Eiffel,2,False
uprising,2,False
lend,2,False
aired,2,False
unbearable,2,False
dreadful,2,False
humming,2,False
genome,2,False
sequenced,2,False
consisting,2,False
glued,2,False
voltmeter,2,False
ionization,2,False
detectors,2,False
particle,2,False
robot,2,False
fists,2,False
fortunately,2,False
Common,2,False
prom,2,False
cakes,2,False
pun,2,False
wolf,2,False
skinned,2,False
Southern,2,False
abundant,2,False
Aunt,2,False
infringe,2,False
sphere,2,False
chap,2,False
prunes,2,False
rarest,2,False
quarries,2,False
cue,2,False
aspirated,2,False
larder,2,False
diameter,2,False
stirring,2,False
stills,2,False
volcanic,2,False
ripple,2,False
carrot,2,False
Florence,2,False
stopover,2,False
lamps,2,False
silky,2,False
streaming,2,False
streams,2,False
tuberculosis,2,False
terminal,2,False
fantastical,2,False
indefinable,2,False
exaltation,2,False
straightforward,2,False
organist,2,False
storming,2,False
storms,2,False
cigars,2,False
Cuban,2,False
hibernation,2,False
docks,2,False
storehouses,2,False
corkboard,2,False
photo,2,True
poster,2,False
skater,2,False
partisans,2,False
amazement,2,False
motive,2,False
autistic,2,False
Hoffman,2,False
Dustin,2,False
starring,2,False
unacceptable,2,False
avoided,2,False
Linguists,2,False
breed,2,False
mosquitoes,2,False
brands,2,False
fixtures,2,False
sizes,2,False
width,2,False
linemen,2,False
startled,2,False
Cadillac,2,False
